ObjectID,Plat-Lot#,StreetAddress,city,state,Zip,ZipCode,geo_score,geo_address,geo_lat,geo_lon,List_type,Class Desc,Housing Units,Tax_Value$,Tax_Value,Tax_Bill$,Tax_Bill
004-0146-0000,004-0146-0000,142 FRANCIS ST,Providence,RI,2903,02903,100,"142 FRANCIS ST, PROVIDENCE",41.83085801,-71.41647728,Waste Collection ID,CI Vacant Land,0,"$600,100.00 ",600100.00,"$22,053.68 ",22053.68
005-0055-0000,005-0055-0000,200 CAMP ST,Providence,RI,2906,02906,100,"200 CAMP ST, PROVIDENCE, 02906",41.84413066,-71.4022717,Unconfirmed Vacated,2 - 5 Family,2,"$192,200.00 ",192200.00,"$6,486.76 ",6486.76
005-0134-0000,005-0134-0000,32 ROYAL ST,Providence,RI,2906,02906,100,"32 ROYAL ST, PROVIDENCE, 02906",41.84353323,-71.40571574,Unconfirmed Vacated,2 -5 Family,3,"$149,500.00 ",149500.00,"$5,045.64 ",5045.64
005-0476-0000,005-0476-0000,124 GRAND VIEW ST,Providence,RI,2906,02906,98.84,"124 GRANDVIEW ST, PROVIDENCE, 02906",41.84444443,-71.40261018,Waste Collection ID,Single Family,1,"$213,700.00 ",213700.00,"$7,212.40 ",7212.40
006-0098-0000,006-0098-0000,121 CAMP ST,Providence,RI,2906,02906,100,"121 CAMP ST, PROVIDENCE, 02906",41.84107144,-71.40316565,Waste Collection ID,2 -5 Family,3,"$169,200.00 ",169200.00,"$5,710.52 ",5710.52
006-0140-0000,006-0140-0000,155 CAMP ST,Providence,RI,2906,02906,100,"155 CAMP ST, PROVIDENCE, 02906",41.84236261,-71.40251032,Waste Collection ID,2 -5 Family,3,"$191,900.00 ",191900.00,"$6,476.64 ",6476.64
006-0509-0000,006-0509-0000,108 Ivy St #R,Providence,RI,2906,02906,0,"108 Ivy Street, Providence, RI 02906, USA",41.8429426,-71.4004267,Waste Collection ID,Residential Vacant Land,0,$100.00 ,100.00,$3.40 ,3.40
008-0167-0000,008-0167-0000,76 DOYLE AVE,Providence,RI,2906,02906,100,"76 DOYLE AV, PROVIDENCE, 02906",41.83880471,-71.40574665,Waste Collection ID,Single Family,1,"$202,500.00 ",202500.00,"$3,898.16 ",3898.16
008-0181-0000,008-0181-0000,102 PLEASANT ST,Providence,RI,2906,02906,100,"102 PLEASANT ST, PROVIDENCE, 02906",41.83966126,-71.40558429,Waste Collection ID,2 -5 Family,2,"$167,600.00 ",167600.00,"$5,656.52 ",5656.52
008-0182-0000,008-0182-0000,98 PLEASANT ST,Providence,RI,2906,02906,100,"98 PLEASANT ST, PROVIDENCE, 02906",41.83966707,-71.40567437,Unconfirmed Vacated,Single Family,1,"$190,800.00 ",190800.00,"$6,439.52 ",6439.52
008-0234-0000,008-0234-0000,119 DOYLE AVE,Providence,RI,2906,02906,100,"119 DOYLE AV, PROVIDENCE, 02906",41.83861549,-71.4035542,Unconfirmed Vacated,2 - 5 Family,3,"$3,969,000.00 ",3969000.00,"$13,395.40 ",13395.40
008-0286-0000,008-0286-0000,31 Pleasant St,Providence,RI,2906,02906,79,"32 PLEASANT ST, PROVIDENCE, 02906",41.8393502,-71.40791752,PRA owned,Residential Vacant Land,0,"$51,600.00 ",51600.00,"$1,741.52 ",1741.52
008-0470-0000,008-0470-0000,20 PADELFORD ST,Providence,RI,2906,02906,100,"20 PADELFORD ST, PROVIDENCE, 02906",41.84003667,-71.40632659,Waste Collection ID,Single Family,1,"$239,000.00 ",239000.00,"$8,066.28 ",8066.28
009-0032-0000,009-0032-0000,420 HOPE ST,Providence,RI,2906,02906,100,"420 HOPE ST, PROVIDENCE, 02906",41.83779969,-71.40080871,Waste Collection ID,2 - 5 Family,2,"$296,800.00 ",296800.00,"$10,017.00 ",10017.00
009-0530-0001,009-0530-0001,"260 Brown St, Unit 0001",Providence,RI,2906,02906,100,"260 BROWN ST, PROVIDENCE, 02906",41.83460105,-71.40549432,Unconfirmed Vacated,Residential Condo,0,"$342,200.00 ",342200.00,"$11,549.28 ",11549.28
009-0530-0002,009-0530-0002,"260 Brown St, Unit 0002",Providence,RI,2906,02906,100,"260 BROWN ST, PROVIDENCE, 02906",41.83460105,-71.40549432,Unconfirmed Vacated,Residential Condo,0,"$354,400.00 ",354400.00,"$6,822.20 ",6822.20
015-0208-0000,015-0208-0000,525 Angell Street,Providence,RI,2906,02906,100,"525 ANGELL ST, PROVIDENCE, 02906",41.83026756,-71.38659662,Unconfirmed Vacated,2 - 5 Family,2,"$303,700.00 ",303700.00,"$10,249.88 ",10249.88
015-0463-0000,015-0463-0000,24 SOUTH ANGELL,Providence,RI,2906,02906,89.04,"24 S ANGELL ST, PROVIDENCE, 02906",41.83000624,-71.38695576,Waste Collection ID,Combination,3,"$398,600.00 ",398600.00,"$14,648.56 ",14648.56
016-0581-0001,016-0581-0001,"47 Transit St, Unit 0001",Providence,RI,2906,02906,100,"47 TRANSIT ST, PROVIDENCE",41.82026552,-71.40202704,Waste Collection ID,Residential Condo,6,"$237,900.00 ",237900.00,"$8,029.16 ",8029.16
017-0300-0000,017-0300-0000,223 POWER ST,Providence,RI,2906,02906,100,"223 POWER ST, PROVIDENCE, 02906",41.82364503,-71.39154916,Waste Collection ID,Single Family,1,"$249,800.00 ",249800.00,"$4,808.68 ",4808.68
019-0120-0000,019-0120-0000,5 Exchange St,Providence,RI,2903,02903,82,"5 W EXCHANGE ST, PROVIDENCE",41.8249419,-71.41617011,PRA owned,CI Vacant Land,0,"$1,770,300.00 ",1770300.00,"$59,747.64 ",59747.64
020-0203-0000,020-0203-0000,93 EDDY ST,Providence,RI,2903,02903,100,"93 EDDY ST, PROVIDENCE, 02903",41.81544598,-71.40675814,Waste Collection ID,Miscellaneous,3,$0.00 ,0.00,$0.00 ,0.00
021-0333-0000,021-0333-0000,2 Lake St,Providence,RI,2905,02905,81,"2 LAKE ST, PROVIDENCE",41.81513217,-71.40907195,Waste Collection ID,Miscellaneous,0,$0.00 ,0.00,$0.00 ,0.00
023-0002-0000,023-0002-0000,10 HAYWARD ST,Providence,RI,2907,02907,100,"10 HAYWARD ST, PROVIDENCE",41.81420544,-71.41982433,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0011-0000,023-0011-0000,8 Vine St,Providence,RI,2905,02905,0,,,,City-owned Tax Sale,Residential Vacant Land,0,"$2,100.00 ",2100.00,$70.88 ,70.88
023-0022-0000,023-0022-0000,457 PINE ST,Providence,RI,2907,02907,100,"457 PINE ST, PROVIDENCE",41.81280312,-71.41940941,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0033-0000,023-0033-0000,24 SOMERSET ST,Providence,RI,2907,02907,100,"24 SOMERSET ST, PROVIDENCE, 02907",41.81295565,-71.42048014,Waste Collection ID,2 -5 Family,3,"$124,700.00 ",124700.00,"$4,208.64 ",4208.64
023-0046-0000,023-0046-0000,15 SOMERSET ST,Providence,RI,2905,02905,63,"9 SOMERSET ST, PROVIDENCE",41.81311688,-71.42101688,City-owned Tax Sale,Residential Vacant Land,0,"$8,200.00 ",8200.00,$276.76 ,276.76
023-0056-0000,023-0056-0000,485 PINE ST,Providence,RI,2907,02907,100,"485 PINE ST, PROVIDENCE, 02907",41.81181529,-71.42049763,Waste Collection ID,2 -5 Family,3,"$122,900.00 ",122900.00,"$4,147.88 ",4147.88
023-0073-0000,023-0073-0000,2 HAYWARD ST,Providence,RI,2907,02907,100,"2 HAYWARD ST, PROVIDENCE",41.81472948,-71.41935047,City-owned Tax Sale,CI Vacant Land,0,"$21,300.00 ",21300.00,$782.80 ,782.80
023-0167-0000,023-0167-0000,175 PEARL ST,Providence,RI,2907,02907,100,"175 PEARL ST, PROVIDENCE, 02907",41.81539408,-71.42171258,City-owned Tax Sale,Charitable,0,"$5,400.00 ",5400.00,$0.00 ,0.00
023-0216-0000,023-0216-0000,136 WEST CLIFFORD ST,Providence,RI,2907,02907,100,"136 W CLIFFORD ST, PROVIDENCE, 02907",41.81146439,-71.41828917,Unconfirmed Vacated,2 - 5 Family,2,"$60,100.00 ",60100.00,"$2,028.40 ",2028.40
023-0223-0000,023-0223-0000,108 Providence St,Providence,RI,2907,02907,100,"108 PROVIDENCE ST, PROVIDENCE, 02907",41.81105554,-71.41759693,Waste Collection ID,Single Family,1,"$124,200.00 ",124200.00,"$4,191.76 ",4191.76
023-0321-0000,023-0321-0000,60 LINDEN ST,Providence,RI,2905,02905,78.88,"60 LYNDON RD, CRANSTON, 02905",41.77044951,-71.40721323,City-owned Tax Sale,Residential Vacant Land,0,$100.00 ,100.00,$3.40 ,3.40
023-0402-0000,023-0402-0000,472 FRIENDSHIP ST,Providence,RI,2907,02907,100,"472 FRIENDSHIP ST, PROVIDENCE",41.81058028,-71.42023876,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0437-0000,023-0437-0000,126 PRAIRIE AVE,Providence,RI,2905,02905,100,"126 PRAIRIE AV, PROVIDENCE, 02905",41.81120866,-71.4152748,Waste Collection ID,Combination,4,"$103,700.00 ",103700.00,"$3,811.00 ",3811.00
023-0542-0000,023-0542-0000,342 Dudley St,Providence,RI,2907,02907,68.49,"332 DUDLEY ST, PROVIDENCE, 02907",41.81055761,-71.42028437,PRA owned,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0548-0000,023-0548-0000,407 BLACKSTONE ST,Providence,RI,2907,02907,81,"407 BLACKSTONE BLVD, PROVIDENCE",41.8482984,-71.3867341,City-owned Tax Sale,CI Vacant Land,0,"$16,900.00 ",16900.00,$621.08 ,621.08
023-0549-0000,023-0549-0000,401 BLACKSTONE ST,Providence,RI,2905,02905,81,"401 BLACKSTONE BLVD, PROVIDENCE",41.84812878,-71.38672989,City-owned Tax Sale,CI Vacant Land,0,"$17,500.00 ",17500.00,$643.16 ,643.16
023-0557-0000,023-0557-0000,265 Dudley St,Providence,RI,2907,02907,100,"265 DUDLEY ST, PROVIDENCE, 02907",41.81032975,-71.41726535,Waste Collection ID,2 -5 Family,3,"$40,200.00 ",40200.00,"$1,356.76 ",1356.76
023-0712-0000,023-0712-0000,77 Beacon Ave,Providence,RI,2903,02903,79,"78 BEACON AV, PROVIDENCE, 02903",41.81464584,-71.41415764,PRA owned,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0743-0000,023-0743-0000,34 HAYWARD ST,Providence,RI,2907,02907,100,"34 HAYWARD ST, PROVIDENCE",41.81338907,-71.42083253,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0763-0000,023-0763-0000,6 HAYWARD ST,Providence,RI,2907,02907,100,"6 HAYWARD ST, PROVIDENCE, 02907",41.81449573,-71.4195087,Waste Collection ID,2 - 5 Family,2,"$42,300.00 ",42300.00,"$1,427.64 ",1427.64
023-0892-0000,023-0892-0000,158 PEARL ST,Providence,RI,2907,02907,100,"158 PEARL ST, PROVIDENCE, 02907",41.81536407,-71.42167119,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
023-0972-0000,023-0972-0000,33 Portland St,Providence,RI,2907,02907,100,"33 PORTLAND ST, PROVIDENCE",41.81321329,-71.41967606,PRA owned,Residential Vacant Land,0,"$8,200.00 ",8200.00,$276.76 ,276.76
023-0973-0000,023-0973-0000,37 Portland St,Providence,RI,2907,02907,100,"37 PORTLAND ST, PROVIDENCE",41.81311371,-71.41948836,PRA owned,CI Vacant Land,0,"$25,300.00 ",25300.00,$929.80 ,929.80
023-0974-0000,023-0974-0000,41 Portland St,Providence,RI,2907,02907,100,"41 PORTLAND ST, PROVIDENCE",41.81301382,-71.41930033,PRA owned,Residential Vacant Land,0,"$8,200.00 ",8200.00,$276.76 ,276.76
023-0976-0000,023-0976-0000,31 Myrtle St,Providence,RI,2905,02905,63,"25 MYRTLE ST, PROVIDENCE",41.8109631,-71.42003521,Unconfirmed Vacated,Commercial / Industrial,0,"$116,100.00 ",116100.00,"$4,266.68 ",4266.68
024-0243-0000,024-0243-0000,47 Maple St,Providence,RI,2903,02903,100,"47 MAPLE ST, PROVIDENCE, 02903",41.81539303,-71.41513822,Waste Collection ID,2 -5 Family,5,"$96,600.00 ",96600.00,"$3,260.28 ",3260.28
025-0354-0000,025-0354-0000,94 WASHINGTON ST,Providence,RI,2903,02903,100,"94 WASHINGTON ST, PROVIDENCE, 02903",41.82320982,-71.4143716,Waste Collection ID,Combination,2,"$243,400.00 ",243400.00,"$8,944.96 ",8944.96
025-0439-0000,025-0439-0000,3 JACKSON WLKWY,Providence,RI,2903,02903,57,"7 JACKSON WALKWAY, PROVIDENCE",41.81894674,-71.41544073,Unconfirmed Vacated,Single Family,1,"$245,900.00 ",245900.00,"$4,222.60 ",4222.60
025-0456-0000,025-0456-0000,325 Washington St,Providence,RI,2903,02903,100,"325 WASHINGTON ST, PROVIDENCE, 02903",41.81980369,-71.42049159,PRA owned,Municipal,0,"$31,898,700.00 ",31898700.00,$0.00 ,0.00
026-0090-0000,026-0090-0000,57 FEDERAL ST,Providence,RI,2903,02903,100,"57 FEDERAL ST, PROVIDENCE, 02903",41.82237378,-71.42270436,Waste Collection ID,2 -5 Family,2,"$101,900.00 ",101900.00,"$3,439.16 ",3439.16
027-0286-0000,027-0286-0000,23 Charlotte Hope St,Providence,RI,2909,02909,0,,,,PRA owned,CI Vacant Land,0,"$105,100.00 ",105100.00,"$3,862.44 ",3862.44
028-0076-0000,028-0076-0000,5 LUONGO SQUARE,Providence,RI,2903,02903,0,,,,Waste Collection ID,2 -5 Family,2,"$144,800.00 ",144800.00,"$4,887.00 ",4887.00
028-0138-0000,028-0138-0000,44 Knight St,Providence,RI,2909,02909,100,"44 KNIGHT ST, PROVIDENCE",41.82299925,-71.43190818,PRA owned,Residential Vacant Land,0,"$42,400.00 ",42400.00,"$1,431.00 ",1431.00
028-0166-0000,028-0166-0000,253 Federal St,Providence,RI,2909,02909,100,"253 FEDERAL ST, PROVIDENCE, 02909",41.8210401,-71.43033853,Unconfirmed Vacated,2 -5 Family,3,"$208,900.00 ",208900.00,"$7,050.40 ",7050.40
028-0199-0000,028-0199-0000,201 DEAN ST,Providence,RI,2903,02903,100,"201 DEAN ST, PROVIDENCE, 02903",41.82159057,-71.42277081,Waste Collection ID,2 -5 Family,2,"$193,600.00 ",193600.00,"$6,534.00 ",6534.00
028-0232-0000,028-0232-0000,31 AMERICA ST,Providence,RI,2903,02903,100,"31 AMERICA ST, PROVIDENCE, 02903",41.82277891,-71.42818922,Waste Collection ID,Single Family,1,"$127,100.00 ",127100.00,"$4,289.64 ",4289.64
028-0235-0000,028-0235-0000,41 AMERICA ST,Providence,RI,2903,02903,100,"41 AMERICA ST, PROVIDENCE, 02903",41.82253155,-71.42787565,Unconfirmed Vacated,Apartment Building,6,"$161,400.00 ",161400.00,"$5,639.36 ",5639.36
028-0236-0000,028-0236-0000,45 AMERICA ST,Providence,RI,2903,02903,100,"45 AMERICA ST, PROVIDENCE, 02903",41.82243113,-71.42783102,Waste Collection ID,Apartment Building,6,"$276,000.00 ",276000.00,"$10,143.00 ",10143.00
028-0246-0000,028-0246-0000,85 AMERICA ST,Providence,RI,2903,02903,100,"85 AMERICA ST, PROVIDENCE, 02903",41.82133934,-71.42721511,City-owned Tax Sale,2 -5 Family,2,"$160,200.00 ",160200.00,"$5,887.36 ",5887.36
028-0249-0004,028-0249-0004,257 BROADWAY ST UNIT 4,Providence,RI,2903,02903,100,"257 BROADWAY ST, PROVIDENCE, 02903",41.82076981,-71.42622259,Waste Collection ID,Residential Condo ,1,"$94,400.00 ",94400.00,"$2,917.76 ",2917.76
028-0253-0000,028-0253-0000,235 BROADWAY ST,Providence,RI,2903,02903,100,"235 BROADWAY ST, PROVIDENCE, 02903",41.82094791,-71.42551072,Waste Collection ID,2 -5 Family,6,"$277,700.00 ",277700.00,"$9,372.40 ",9372.40
028-0423-0000,028-0423-0000,57 DE PASQUALE AVE,Providence,RI,2903,02903,98.93,"57 DEPASQUALE AV, PROVIDENCE, 02903",41.82419191,-71.4270768,Waste Collection ID,Combination,3,"$530,600.00 ",530600.00,"$19,499.56 ",19499.56
028-0430-0000,028-0430-0000,112 SPRUCE ST,Providence,RI,2903,02903,100,"112 SPRUCE ST, PROVIDENCE, 02903",41.82425434,-71.42736975,Unconfirmed Vacated,Combination,1,"$218,800.00 ",218800.00,"$8,040.92 ",8040.92
028-0535-0000,028-0535-0000,11 Hewitt,Providence,RI,2909,02909,0,,,,City-owned Tax Sale,Residential Vacant Land,0,"$8,100.00 ",8100.00,$273.40 ,273.40
028-0638-0000,028-0638-0000,56 DE PASQUALE AVE,Providence,RI,2903,02903,77.93,"57 DEPASQUALE AV, PROVIDENCE, 02903",41.82429443,-71.42698284,Waste Collection ID,Combination,3,"$375,700.00 ",375700.00,"$13,514.92 ",13514.92
028-0642-0000,028-0642-0000,62 DE PASQUALE AVE,Providence,RI,2903,02903,98.93,"62 DEPASQUALE AV, PROVIDENCE, 02903",41.82401351,-71.42673514,Waste Collection ID,Combination,5,"$511,800.00 ",511800.00,"$18,808.68 ",18808.68
028-0917-0000,028-0917-0000,8 MESSENGER ST,Providence,RI,2903,02903,100,"8 MESSENGER ST, PROVIDENCE",41.8224931,-71.42566701,City-owned Tax Sale,Residential Vacant Land,0,"$19,000.00 ",19000.00,$641.28 ,641.28
028-0972-0000,028-0972-0000,61 DE PASQUALE AVE,Providence,RI,2903,02903,98.93,"61 DEPASQUALE AV, PROVIDENCE, 02903",41.82409981,-71.42708514,Waste Collection ID,Combination,2,"$262,100.00 ",262100.00,"$9,632.20 ",9632.20
028-0982-0001,028-0982-0001,"52 America St, Unit 0001",Providence,RI,2903,02903,100,"52 AMERICA ST, PROVIDENCE, 02903",41.82235054,-71.42748582,Unconfirmed Vacated,Residential Condo,1,"$115,700.00 ",115700.00,"$3,904.88 ",3904.88
028-0982-0002,028-0982-0002,"52 America St, Unit 0002",Providence,RI,2903,02903,100,"52 AMERICA ST, PROVIDENCE, 02903",41.82235054,-71.42748582,Unconfirmed Vacated,Residential Condo,1,"$115,700.00 ",115700.00,"$3,904.88 ",3904.88
028-1060-0000,028-1060-0000,233 CARPENTER ST,Providence,RI,2909,02909,100,"233 CARPENTER ST, PROVIDENCE",41.81868179,-71.42671816,Waste Collection ID,Combination,2,"$175,200.00 ",175200.00,"$6,438.60 ",6438.60
029-0357-0000,029-0357-0000,14 WICKHAM ST,Providence,RI,2903,02903,0,,,,City-owned Tax Sale,Residential Vacant Land,0,"$5,400.00 ",5400.00,$182.28 ,182.28
029-0371-0000,029-0371-0000,10 Wickham St,Providence,RI,2903,02903,0,,,,PRA owned,Municipal,0,"$2,100.00 ",2100.00,$0.00 ,0.00
029-0389-0000,029-0389-0000,251 Pearl St,Providence,RI,2907,02907,100,"251 PEARL ST, PROVIDENCE, 02907",41.81552825,-71.42189764,PRA owned,Residential Vacant Land,0,"$2,200.00 ",2200.00,$74.28 ,74.28
029-0390-0000,029-0390-0000,48 HASKINS ST,Providence,RI,2903,02903,100,"48 HASKINS ST, PROVIDENCE",41.81604194,-71.41969342,City-owned Tax Sale,CI Vacant Land,0,"$18,500.00 ",18500.00,$679.88 ,679.88
029-0533-0000,029-0533-0000,349 WEST FOUNTAIN ST,Providence,RI,2903,02903,100,"349 W FOUNTAIN ST, PROVIDENCE, 02903",41.81942807,-71.42141952,PRA owned,Municipal,0,"$8,475,400.00 ",8475400.00,$0.00 ,0.00
030-0045-0000,030-0045-0000,43 West Friendship St,Providence,RI,2907,02907,100,"43 W FRIENDSHIP ST, PROVIDENCE, 02907",41.80982367,-71.42243703,Neighborhood ID,Vacant Land,,"$11,600.00 ",11600.00,$391.52 ,391.52
030-0209-0000,030-0209-0000,45 CONSTITUTION ST,Providence,RI,2907,02907,100,"45 CONSTITUTION ST, PROVIDENCE, 02907",41.81271756,-71.42764343,City-owned Tax Sale,Residential Vacant Land,0,"$3,200.00 ",3200.00,$108.00 ,108.00
030-0230-0000,030-0230-0000,21 CONSTITUTION ST,Providence,RI,2907,02907,100,"21 CONSTITUTION ST, PROVIDENCE, 02907",41.81217723,-71.42708204,Waste Collection ID,2 -5 Family,2,"$80,800.00 ",80800.00,"$2,727.00 ",2727.00
030-0232-0000,030-0232-0000,11 Constitution St,Providence,RI,2907,02907,100,"11 CONSTITUTION ST, PROVIDENCE, 02907",41.81174187,-71.42722556,City-owned Tax Sale,Residential Vacant Land,0,"$11,600.00 ",11600.00,$391.52 ,391.52
030-0249-0000,030-0249-0000,61 Wilson St,Providence,RI,2907,02907,100,"61 WILSON ST, PROVIDENCE, 02907",41.81140479,-71.4247185,PRA owned,Residential Vacant Land,0,"$11,500.00 ",11500.00,$388.16 ,388.16
030-0253-0000,030-0253-0000,45 WILSON ST,Providence,RI,2907,02907,100,"45 WILSON ST, PROVIDENCE, 02907",41.81149329,-71.42494947,Waste Collection ID,2 -5 Family,3,"$172,000.00 ",172000.00,"$5,805.00 ",5805.00
030-0269-0000,030-0269-0000,14 WILSON ST,Providence,RI,2907,02907,100,"14 WILSON ST, PROVIDENCE, 02907",41.81116467,-71.42375523,Waste Collection ID,Residential Vacant Land,1,"$32,500.00 ",32500.00,"$1,096.88 ",1096.88
030-0273-0000,030-0273-0000,24 WILSON ST,Providence,RI,2907,02907,100,"24 WILSON ST, PROVIDENCE, 02907",41.81120585,-71.42372243,Waste Collection ID,2 -5 Family,3,"$139,200.00 ",139200.00,"$4,698.00 ",4698.00
030-0284-0000,030-0284-0000,72 WILSON ST,Providence,RI,2907,02907,79,"73 WILSON ST, PROVIDENCE, 02907",41.81150756,-71.42585934,City-owned Tax Sale,CI Vacant Land,0,"$28,700.00 ",28700.00,"$1,054.76 ",1054.76
030-0285-0000,030-0285-0000,78 WILSON ST,Providence,RI,2907,02907,79,"79 WILSON ST, PROVIDENCE, 02907",41.81154162,-71.42625019,City-owned Tax Sale,CI Vacant Land,0,"$12,100.00 ",12100.00,$444.68 ,444.68
030-0291-0000,030-0291-0000,102 Wilson St,Providence,RI,2907,02907,100,"102 WILSON ST, PROVIDENCE, 02907",41.81149376,-71.42694236,Unconfirmed Vacated,CI Vacant Land,0,"$15,500.00 ",15500.00,$569.64 ,569.64
030-0294-0000,030-0294-0000,112 WILSON ST,Providence,RI,2907,02907,68.5,"116 WILSON ST, PROVIDENCE, 02907",41.81153181,-71.42735139,City-owned Tax Sale,CI Vacant Land,0,"$20,200.00 ",20200.00,$742.36 ,742.36
030-0298-0000,030-0298-0000,202 HARRISON ST,Providence,RI,2907,02907,100,"202 HARRISON ST, PROVIDENCE",41.81107192,-71.42762679,City-owned Tax Sale,Residential Vacant Land,0,"$11,600.00 ",11600.00,$426.32 ,426.32
030-0299-0000,030-0299-0000,63 WARREN ST,Providence,RI,2907,02907,79,"64 WARREN ST, PROVIDENCE, 02907",41.810947,-71.42766059,City-owned Tax Sale,CI Vacant Land,0,"$8,700.00 ",8700.00,$319.76 ,319.76
030-0301-0000,030-0301-0000,59 WARREN ST,Providence,RI,2907,02907,100,"59 WARREN ST, PROVIDENCE, 02907",41.81100868,-71.42728392,City-owned Tax Sale,CI Vacant Land,0,"$16,800.00 ",16800.00,$617.40 ,617.40
030-0307-0000,030-0307-0000,45 WARREN ST,Providence,RI,2907,02907,100,"45 WARREN ST, PROVIDENCE",41.81086795,-71.4254843,City-owned Tax Sale,CI Vacant Land,0,"$15,800.00 ",15800.00,$580.68 ,580.68
030-0334-0000,030-0334-0000,42 WARREN ST,Providence,RI,2907,02907,68.5,"44 WARREN ST, PROVIDENCE, 02907",41.81075714,-71.42589266,City-owned Tax Sale,CI Vacant Land,0,"$17,600.00 ",17600.00,$646.80 ,646.80
030-0338-0000,030-0338-0000,50 WARREN ST,Providence,RI,2907,02907,100,"50 WARREN ST, PROVIDENCE, 02907",41.81081277,-71.4264823,City-owned Tax Sale,CI Vacant Land,0,"$15,100.00 ",15100.00,$554.96 ,554.96
030-0339-0000,030-0339-0000,44 WARREN ST,Providence,RI,2907,02907,100,"44 WARREN ST, PROVIDENCE, 02907",41.81050749,-71.42646188,City-owned Tax Sale,CI Vacant Land,0,"$15,700.00 ",15700.00,$577.00 ,577.00
030-0355-0000,030-0355-0000,49 WESTFIELD ST,Providence,RI,2907,02907,100,"49 WESTFIELD ST, PROVIDENCE",41.81027476,-71.4259537,City-owned Tax Sale,Industrial,0,"$1,191,900.00 ",1191900.00,"$43,802.36 ",43802.36
030-0369-0000,030-0369-0000,115 Elmwood Ave,Providence,RI,2907,02907,100,"115 ELMWOOD AV, PROVIDENCE, 02907",41.80964802,-71.42429599,Neighborhood ID,CI Vacant Land,0,"$34,800.00 ",34800.00,"$1,278.92 ",1278.92
030-0419-0000,030-0419-0000,36 PARKIS AVE,Providence,RI,2907,02907,100,"36 PARKIS AV, PROVIDENCE, 02907",41.80898578,-71.42280915,Waste Collection ID,2 -5 Family,2,"$170,900.00 ",170900.00,"$5,767.88 ",5767.88
030-0422-0000,030-0422-0000,7 Parkis Ave,Providence,RI,2907,02907,100,"7 PARKIS AV, PROVIDENCE, 02907",41.80934635,-71.42156524,Neighborhood ID,Apartment Building,6,"$147,300.00 ",147300.00,"$5,413.28 ",5413.28
030-0437-0000,030-0437-0000,8 PARKIS AVE,Providence,RI,2907,02907,100,"8 PARKIS AV, PROVIDENCE, 02907",41.80896485,-71.42155676,Waste Collection ID,2 -5 Family,2,"$119,600.00 ",119600.00,"$4,036.52 ",4036.52
030-0534-0000,030-0534-0000,19 ARCH ST,Providence,RI,2907,02907,68.5,"17 ARCH ST, PROVIDENCE, 02907",41.81211716,-71.42380774,City-owned Tax Sale,Residential Vacant Land,0,"$11,600.00 ",11600.00,$391.52 ,391.52
030-0568-0000,030-0568-0000,43 GILMORE ST,Providence,RI,2907,02907,100,"43 GILMORE ST, PROVIDENCE, 02907",41.81199685,-71.42664246,Waste Collection ID,Single Family,1,"$62,300.00 ",62300.00,"$2,102.64 ",2102.64
030-0594-0000,030-0594-0000,57 WEST FRIENDSHIP ST,Providence,RI,2907,02907,100,"57 W FRIENDSHIP ST, PROVIDENCE, 02907",41.80991903,-71.42375946,Unconfirmed Vacated,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
030-0615-0000,030-0615-0000,11 West Friendship St,Providence,RI,2907,02907,100,"11 W FRIENDSHIP ST, PROVIDENCE, 02907",41.80993615,-71.42178473,Neighborhood ID,Commercial II,0,"$391,300.00 ",391300.00,"$14,380.28 ",14380.28
030-0617-0000,030-0617-0000,22 Parkis Ave,Providence,RI,2907,02907,100,"22 PARKIS AV, PROVIDENCE, 02907",41.80899901,-71.42257654,Neighborhood ID,Apartment Building,8,"$228,300.00 ",228300.00,"$8,390.04 ",8390.04
030-0634-0000,030-0634-0000,61 WARREN ST #R,Providence,RI,2907,02907,0,"61 Warren Street, Providence, RI 02907, USA",41.811067,-71.427134,Unconfirmed Vacated,CI Vacant Land,0,"$13,300.00 ",13300.00,$488.80 ,488.80
031-0026-0000,031-0026-0000,218 HANOVER ST,Providence,RI,2907,02907,100,"218 HANOVER ST, PROVIDENCE, 02907",41.80921691,-71.43302366,Waste Collection ID,2 -5 Family,3,"$84,800.00 ",84800.00,"$1,632.40 ",1632.40
031-0029-0000,031-0029-0000,134 HANOVER ST,Providence,RI,2907,02907,100,"134 HANOVER ST, PROVIDENCE, 02907",41.80844837,-71.43018149,Waste Collection ID,2 -5 Family,3,"$131,200.00 ",131200.00,"$4,428.00 ",4428.00
